id	Adrenal_Gland	Artery_Aorta	Artery_Tibial	Brain_Hypothalamus	Brain_Nucleus_accumbens_basal_ganglia	Brain_Substantia_nigra	Colon_Sigmoid	Esophagus_Mucosa	Minor_Salivary_Gland	Pancreas	Pituitary	Prostate	Skin_Not_Sun_Exposed_Suprapubic	Skin_Sun_Exposed_Lower_leg	Testis	Thyroid	Vagina
GTEX-13FH7	0.0332674563327704	0.124796385391985	-0.0120449475518479				0.135271710378629	-0.257573689104563		-0.119703797749114			0.0240676349339272	-0.00658026314271838		-0.158556886423273	
GTEX-13FHO		0.0895230913474371			-0.00143893053028105		0.353147033183366	-0.173433399293333			0.0999475867522368	0.0813020706247935	0.0215908230530686	-0.00788366483352863		0.149909551541042	
GTEX-13FLV		0.0706343094432989		0.019426404516858	-0.220183366483219			-0.00334970810044696		-0.0175142386117374			-0.193032553006128			-0.217762986975108	
GTEX-13FTW	-0.170347505616823		0.0138183135941856				0.0156442141606878	-0.101304314797395		0.00636869352278505		0.016851193624129	-0.00656453124055216	-0.14134445397456	-0.155657142290256	-0.0966020538757262	
GTEX-13FTY			-0.0513838061837989								-0.109995358876588		-0.0990453317500527	-0.100529973359411		-0.0707368154436164	
GTEX-13FTZ		-0.00902183283666855															
GTEX-13G51			-0.0863904344819579	0.0140346327938308	0.0892119915444324	0.0935078811411565	0.263923818344892	0.162659010995802	0.0952897804248425		0.0216922360977561	-0.0382116338633508	0.0962124638202325	-0.0160986542210778		-0.00996014198757844	
GTEX-13IVO				-0.319639015765964	-0.0671002970788068						-0.0842062668898194		0.056503477310555	-0.044064917119029		0.0562230752168584	
GTEX-13JVG			0.0401115834915954	-0.0190132332828964	0.0855338367557705				0.0379611291692903		-0.0481792917435471		-0.0375823860438541			0.0163431817418736	
GTEX-13N2G		0.0283691293948663			-0.129719248867158	-0.0861528742287407	-0.00505121195618247				0.0723714668428165	-0.173321483072945	-0.177767995298621	0.0991327636901996	-0.269169387384818	0.189393892270926	
GTEX-13NYC			0.0327739604436866										-0.10307826077241	-0.129193490956457		-0.114347672992284	
GTEX-13NYS			-0.0561476157724259	-0.027640528719047	0.114185271439222	0.107563000479899					-0.010488956773793	0.0382213178075209	-0.0823561595655742	-0.115269449277799			
GTEX-13NZ8			0.109516189285543	-0.0995989077881656									0.136591487966276	-0.00201056351075294		0.0500324629217133	
GTEX-13NZA				-0.166646654296052							-0.0223502985912983			-0.167159230791399	-0.0854344824090514	-0.0425171740023823	
GTEX-13NZB			-0.00352469476980764					0.061853804655337						-0.249461162907534	0.242038238993063		
GTEX-13O1R		0.0294301455929788					-0.0197168595234791	0.0730534328312601		0.17142689094592	0.0270717862605834			-0.182314082007686	0.166431912120457	-0.0523662637520025	
GTEX-13O21	-0.162710620510689	0.127605776496821	-0.054977722173463					-0.0588620338201353	0.00748868599431927			0.00383384389164067		-0.160997525503641	-0.117933477446433	-0.0660584992050937	
GTEX-13O3O	0.052505866211612	0.0317035963170761	-0.0254626097816563	0.0248309830570006	-0.139643067929378	-0.0913696005267501							0.0300746245071634	0.0878961727012262		0.31464808242327	
GTEX-13O3P		0.00695989001592447	0.00128210202847995											-0.086046440592051		0.0224113317123798	
GTEX-13O3Q			-0.0728812485962227	0.0920983744733102	0.0583494526353018	0.0071266253560595		0.202981986227512					-0.115738300618591	-0.0902798166029699		-0.0219362316173615	
GTEX-13OVG		0.275255002578402	0.0409182348119923					-0.0582583064653639					0.0156960650391725	-0.0960485858894889		0.0843729414495656	
GTEX-13OVH			0.0894905494468127	0.00759394738093401	-0.00507359109119443						-0.0554681335923897		-0.16901013961987	0.0589859128993922	-0.308777213621681		
GTEX-13OVJ				-0.0291133664567416	0.197713669095231	0.0221571430757034	-0.0911075144678006	-0.0169971881998353			-0.0573524490326755		-0.103955380191604	-0.014820614906156		-0.10068950096939	
GTEX-13OVK			0.103159424623068				-0.239639537193632	-0.00105881576823424	-0.112239419828446				-0.0440516617914576	-0.092319877055906	0.198766616853833	0.206810779487022	
GTEX-13OVL			0.0858974929748635	0.0590165337659036	-0.223228732655139				-0.0148101558350535		0.168860320741835		0.0941504605913851	-0.0811848908708383	0.0666438428137763		
GTEX-13OW5		0.166463847548049		-0.0258263096570228	0.576057456502961		0.292296720068542				-0.0209675565656105		-0.209739718737519	-0.377505397576047	0.233964558103014	-0.226244630570867	
GTEX-13OW6	-0.0646991437643374	0.168211572025145	-0.0180273112189491	-0.0167161910170462	-0.0822518190745359	0.0346632624606979	0.111613677071335				-0.0256945709590572		-0.0766842617572791	-0.225855139123612	-0.190987147577567	-0.0818221413987392	
GTEX-13OW7	0.121440668608447		-0.0656202909008577	0.0302633981240181							-0.0245978416013346		0.0171600489316037	-0.0865549508944888		-0.0502210011400026	
GTEX-13OW8		0.0168110831394329	0.138621417575502	0.0650159457532396	0.111547648688641	-0.277699044910155	-0.091684423647779	-0.184912993739786			0.121215426495028	-0.00756864676677913	-0.048271127345231	0.00972686614142314	0.00853282090637103	0.176780315024761	
GTEX-13PL6			0.0732987613862052		-0.0718876913934185								-0.0459373280987224			0.00523835451569582	
GTEX-13PL7	-0.0606371238247353		-0.070324726929547				0.302024977796391	-0.275548250434936		0.00140591772139743							-0.013330643293705
GTEX-13PLJ			-0.0596970030336666								-0.0303198472833792						
GTEX-13PVQ		-0.0191813069930573	-0.0357482345737463				-0.0058832590149514	-0.123597848439947					-0.0189183836952328	0.0268480222457597		-0.0968217667125418	
GTEX-13PVR	-0.21233213536111	0.00921528382362274	-0.00798663721300406				0.231902266745592	-0.270111717947813		-0.0750249266724874			0.0552493317188977	-0.0675352201971345		-0.138901550448506	-0.0237655026595554
GTEX-13QBU	-0.0436900064893869	0.000617872626792103	-0.0584818219715831				0.123103005631725	-0.100084733894496	-0.0699318939591564				-0.0241352937211293			0.0736701153559066	-0.0161517910688483
GTEX-13QIC			0.0129187139754147	0.0689143511182708													-0.0490639369148932
GTEX-13QJ3			0.161801139098593					0.0810322058155773						0.223309106461046	0.273926149560677	0.0891393871257631	
GTEX-13QJC			0.085200170955365	0.00824263428325037	0.0525330310919023	0.0677167154294451			0.202660554045698		-0.124127172299075		-0.0618090057482168			0.27237098653809	
GTEX-13RTJ			0.0113960929858813	0.163869923245381	0.350438965396605	-0.0769093213026603	-0.0238298268029345				0.0609680821313492	0.0695002528078494	-0.0839950405235999	0.016282572744243		0.146499682648366	
GTEX-13RTK		0.0861955666466445	0.0147610347363416					-0.134966895134861						0.0453139634084263		0.272577848056151	
GTEX-13S7M					-0.0079273719414607									0.0434640660704202			
GTEX-13S86			-0.00378389465689522					-0.0760362194748298								-0.0175618035944451	
GTEX-13SLW				0.109501989085418	0.0667078872105585	0.245591870546308	0.233480608861421				-0.137487342700907		-0.105190319128758	0.0491211803157988			
GTEX-13U4I		-0.012281492371831	-0.076493943217392				-0.00503607755880692	-0.0550614798013373		0.190122265401257			0.10477045688126	0.000380128876553885		-0.216367904629203	0.0418530304648151
GTEX-13VXU			-0.0589752592078225		0.290833948008389						0.166077926749764		-0.0641589651416996	-0.156935856981519	0.113123255597366	0.0158898041542754	
GTEX-13W3W	0.162975722418887	-0.0224255013608508	-0.0940580812446242					0.146421227685469		0.308232408990657			0.157721843062887	0.144027124038778			0.0353422857551483
GTEX-13W46		0.00192574808449919	-0.0716581162178263					-0.262044261463189						-0.0588728331919767		-0.218595431606384	
GTEX-13X6H			-0.0320356020110064					-0.135645971564253		-0.152946947372527			-0.032159498021514	-0.147878417931639		-0.319330075393151	
GTEX-13X6I		0.158357597719431		0.00299909152362966		0.122793856967969	-0.558477068074129	0.0602692356365465					0.124834938940969	-0.165456897416698			
GTEX-13X6J				0.130986654081547	0.187739806709421		-0.131181300006851				0.121550015668256		-0.0128457114936931	-0.113254079594717		0.105126547808575	
GTEX-13X6K		-0.00229707267624014	-0.00440223739840429	0.0371253066061336	0.0210410798793924	0.0148153515842988	0.0990462952148082	0.0456638196760656			0.0248235916056304		-0.338628298324947				
GTEX-145MF			-0.135663411294443					0.0369391277174665			0.0338162343592267		-0.109538114611129	-0.138174623655526	0.132214756408825		
GTEX-145MH		0.00797428587332453	0.036721573393387	0.0200579566392108	-0.0305567903294839		0.0759859052859489				-0.0650464822093325		0.0168772848001645		-0.0913688176770288	0.0480190667529652	
GTEX-145MI					0.154707156492049								0.0584326808071707	0.0714385335136484		0.194513268853997	
GTEX-145MO		0.166820941765656	0.00653873217893498				-0.0417513798930442	-0.0514512592729376		0.0484827703281153	-0.0787385657322598		-0.126029157140917	-0.0554936098581932	-0.128783759848096		
GTEX-146FH		-0.0411610853427001	0.00301652564132011				0.17830862517461	-0.377181267202728						0.0318431867390592			0.222111221194574
GTEX-146FQ		-0.0235180462722314	0.0450976713217183					-0.464422449110475		-0.201546266570661		-0.192357483543065	-0.177712970398851	-0.0249079373232272		0.148018964797025	
GTEX-146FR	-0.00399312987357241	-0.034436351282558	0.128435756392678					0.018077964887772	-0.144717736738806	-0.0601356472304058				0.0348774587418043		0.270677591768744	-0.00711603934767022
GTEX-14753	0.0697244576916641		-0.068529408765765								-0.0464160973034161		-0.100305398533025	0.0189131387648464	-0.381509651548885	0.0850388970089376	
GTEX-1477Z				-0.0130228041203579			-0.111026828705344				-0.025195756414351	-0.00454734887822714	-0.00231820410583991			-0.058223307498618	
GTEX-147F4	-0.0471960685241857	0.0836225788600394	0.0313036940943914	-0.00338807628343401							-0.04893619096969		0.0191304524846244	-0.0433640541086258	0.0069760213626567	-0.0303800027633675	
GTEX-147GR					-0.0178765276861875	-0.291912018864039	-0.111783438121702				-0.0456606150754154		-0.0777589151232555	-0.0479221672691644	0.0182276859907597	-0.00890095027556614	
GTEX-147JS			0.0991201189726774				0.032750426556946					0.0163139711798638	-0.0829582866881756		0.0760965180326523		
GTEX-148VI								0.115863448251764		-0.152343567350863				-0.31616427682773		-0.517279766243728	
GTEX-148VJ			0.0576328907202791				-0.0445063087161651	-0.0879219586319289			0.0793714516639359	-0.115537108390001	-0.0396215725200991	0.0223941992746604	0.0521099029020652	-0.0237248427348706	
GTEX-14A5H			-0.0633214502712016				-0.1479398937411				-0.0744441976560941		0.0885852017686394	-0.0246501899161585	-0.089971875501328	-0.131549030207992	
GTEX-14A5I	-0.0597794015494059	-0.0362228664699163					0.13039259814729				0.0404040804958697			-0.190200175232411			-0.0672635095604378
GTEX-14A6H			-0.0642515100402677					-0.103570176847787					0.0205841087332322	0.0169848029622053	0.0861152231616687	0.265075823999511	
GTEX-14ABY					-0.00485960663548944						-0.0378434573163738	-0.0814477756946376	0.0561144421996655	0.00386742344943087	0.0744840394231222	0.257001828200774	
GTEX-14B4R		0.049983971114838	-0.000154293463516947					-0.0664102285609457	0.179440527030746				-0.0427542062426087		0.0733368155647434	0.163394047982695	
GTEX-14BIL				0.0428342131067961							0.1042026497731	-0.0227488205982314		-0.0621215754563246	0.0359572450658533		
GTEX-14BIM		-0.0459318539919601			-0.0112085820993776	-0.0600752721698245		-0.0871930769819412			-0.0670681772289186			-0.0315895802035244			
GTEX-14BIN			-0.00311412521179698		0.214972898232569	-0.0784278338613752	0.148708221474905	-0.0614799683102383			-0.095184315897536		-0.0994136422496138	-0.0820538938348978		-0.0205003543940212	
GTEX-14BMU	-0.274351749047042	-0.00229342097362056	-0.197648120026523				0.316401460944701	0.0660190103053534		0.0883279006529985			-0.0735223784689071	-0.342605458982974		-0.249180780012202	-0.0107503161460871
GTEX-14BMV		0.226293258551991	0.046926844682495		-0.0355723881408219						0.0266378507274134	-0.000881564497279656	0.0695947448841803	0.0881711058297516		0.305051818699237	
GTEX-14C38	-0.0608923276323317							-0.170375342122498					-0.120506368151624		0.209041827774809	-0.277414186656944	
GTEX-14C39	-0.0272271448689634	-0.0128779493988182	-0.106178609459792		-0.0894269269430872		-0.0829102205260643			-0.024785309381124	-0.0240167599529705		0.0151878842514593		-0.423635918738458	0.0982224265583031	
GTEX-14C5O		0.0688778297552856	-0.0969715833609857	0.109139338525564	-0.435810987065676	0.0588908077691004	0.162575850871519	-0.179807783607096			-0.051677902560161	-0.013790856378048	-0.0781183709193761	-0.110448168130307	-0.135922192600323	0.0233500028190041	
GTEX-14DAQ	-0.165018569702502	-0.00737334748904871	-0.00338251517861635				-0.0412968608617266	0.0918652728618434			-0.0685513196275079		-0.0800167717537239	-0.165975706109472		-0.194793123823998	-0.0172739101464224
GTEX-14DAR	0.00621148379838443		0.0290251645714413					-0.0534422533860674		0.00900562222498963		-0.0518466056187266	-0.0759866996526584	-0.228746574629181	0.171412226322171		
GTEX-14E6C		0.102507236800609	0.0976396481342988				-0.0170189008526547				0.0486359419861616		0.055684068041395	0.0415722670636607		0.160638452192493	
GTEX-14E6D														-0.032619179968861			
GTEX-14E6E	0.0398169856699509		0.0359732256890271				-0.00174143054542739	-0.201511813128026		0.0443050564795517		-0.0569398562133305	0.125670541486362	-0.080026082388318	-0.0632972352821409	-0.0908665880782953	
GTEX-14E7W		-0.0256785936247824	0.0997526339803		0.0689257938564706						0.0945153659243813			0.00920747060570116	0.125783001244376	0.143541158582466	
GTEX-14H4A	-0.22544964230037							-0.20119732982167									0.0363207537109855
GTEX-14ICK								0.178008232258269				-0.02987642235816		-0.184760361503296		0.00746304157525439	
GTEX-14ICL		0.0216057976106723	-0.0602132423351759					-0.0707332830886282		-0.0337697416480037			0.125929830324591			-0.106254182762673	
GTEX-14JG1			-0.113081582548172		0.0399421773770107	0.0340668748590799					0.0721676236058397		-0.109329409358826	-0.102215283630387			
GTEX-14JG6	0.099515218579595		-0.0273693889972022				-0.114606741003281	0.225521218055351		-0.0414618320048456				0.0777049908305162			0.0617527247120595
GTEX-14JIY				0.0606153295288829	0.106192475698564			-0.10117307403607	-0.0635471170058578							-0.0950232606358892	
GTEX-14LLW											-0.0557024248884099		-0.00947103775482426	-0.0540675825867933			
GTEX-14LZ3				0.116097124111729	-0.0706528843520667						0.00190276589067702		-0.168929959550583	-0.196320285833842			
GTEX-14PHW														-0.16073687920004		-0.367060810274206	
GTEX-14PHX							-0.228885647298299			-0.173169629932674			0.0209878129564513	0.0227684441433742	-0.186888085213559		
GTEX-14PII			0.055962797254529										0.0122479218741821	-0.195116378303645		-0.29344048341289	
GTEX-14PJ2		0.062664098793106								-0.0293522512293499		-0.00824232077596527	0.0276985807869685		-0.126738134141261		
GTEX-14PJ4	-0.279681368555239	0.0518725444863735					0.218287785478094	0.138175476915138		-0.0734536143322346		0.0627635118707882	-0.229375239264572		0.0572633068302198	-0.213773153123221	
GTEX-14PJ5			0.101870346510949					0.00946418941880031					-0.280223985591881				
GTEX-14PJ6	-0.164199326097758	0.0888719740973806						-0.111947458469598		0.0721569709887017			-0.120917009750233	-0.141545985579712		-0.0370530181631278	-0.0208658604935811
GTEX-14PJM		0.00485708247375733	0.110879613599985	-0.180284803058288	-0.111891188810276			0.224325209320844		0.151858595644764	-0.0577889752899112			0.0897881083983996		0.279618891173103	-0.103833938931788
GTEX-14PJN			-0.0580650206580722					-0.019216093327453	-0.0105972712652753	-0.0129653709583537			-0.105462297938252		0.106889406375926		
GTEX-14PJO				-0.166472657498983		-0.251728655176223				0.116151453257325		0.0124182703530576	-0.0866662572853828			-0.0348217111972275	
GTEX-14PK6	-0.24060625031976	-0.00222651860442314	0.0437806961622245				0.328325084604854	-0.146320448039523		-0.000708655072497101			-0.0591481770595459	-0.119212191646406		-0.103859153960079	
GTEX-14PKU			0.169081622082256							-0.119767220032399			0.0764868974031033			0.277396410755252	0.0054061417315347
GTEX-14PKV	-0.124676146055761						0.03958438407342	-0.0175015442925875		0.0902970561243556			-0.090127199318255			-0.228388930810031	
GTEX-14PN3	-0.0278945475180481						0.182757867001607			0.0384134693511078				-0.244558783984714		-0.109234224570787	-0.00853139847171243
GTEX-14PN4			-0.100686521867066	0.0492121436774307	0.0533274491332701	-0.158027865331452			-0.143015966670566	-0.0449195372348755	0.016541002950161			-0.0179087084712066		-0.0491857976857468	
GTEX-14PQA				-0.29163594253205	-0.0640862151576323						0.0815030217308874					0.199189625818177	
